financial_year,reporting_period,month,date,organisation,org_code,org_name,region_code,region_name,rgn19cd,sas_ordinary_elective,sas_daycase_elective,sas_elective_total,sas_non_elective,sas_first_attendances_GP_ref,sas_first_attendances_other_ref,sas_first_attendances_total,sas_first_attendances_DNA,sas_subsequent_attendances_seen,sas_subsequent_attendances_DNA,as_ordinary_elective,as_daycase_elective,as_elective_total,as_non_elective,as_first_attendances_GP_ref,as_first_attendances_other_ref,as_first_attendances_total,as_first_attendances_DNA,as_subsequent_attendances_seen,as_subsequent_attendances_DNA,total_admissions
2020-21,14,Mar-21,01/03/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,15580,76470,92045,87595,155875,168750,324625,16445,592115,36515,16040,76525,92565,103015,186015,245250,431265,22050,877175,50790,3666705
2020-21,14,Mar-21,01/03/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,12645,102290,114935,112855,157770,142080,299850,20240,631295,45540,13545,102375,115915,133940,211715,224090,435810,29115,981025,69425,3956455
2020-21,14,Mar-21,01/03/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,8760,59705,68465,60715,97160,103160,200320,11090,400150,26655,9000,59810,68805,73785,114405,145640,260045,13670,622075,35200,2438615
2020-21,14,Mar-21,01/03/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,11025,76665,87690,83910,120350,117625,237980,20425,603445,45385,11305,76710,88015,99925,142900,163340,306245,26115,813705,61160,3193920
2020-21,14,Mar-21,01/03/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,13110,96695,109805,90015,141330,153510,294840,18240,629750,44480,13475,96735,110205,108140,161600,191435,353040,21625,843315,61595,3552940
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,10820,70540,81360,75060,149535,191665,341205,32940,667350,63930,11955,71025,82985,98895,168470,263775,432245,40480,926760,86520,3867515
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,9635,54790,64425,59345,66695,83050,149745,8450,307100,17255,10045,54820,64865,68925,84585,130125,214710,12615,468435,26430,1956045
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,13750,76840,90590,87765,144245,170540,314785,16450,562295,34985,14165,76950,91115,103345,174280,247155,421435,22170,834805,49610,3547275
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,14025,97940,111960,110485,145825,145610,291435,21015,603610,46095,14815,98140,112955,132370,201175,228535,429710,30720,947175,71025,3854620
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,9640,60300,69940,64240,90515,99565,190085,10875,377470,26595,9845,60380,70225,77010,106870,141590,248455,13680,601470,36285,2365035
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,12185,70605,82790,83875,104410,112770,217180,19325,537165,41870,12470,70635,83110,100030,126835,154855,281690,25640,731470,57745,2926655
2021-22,11,Apr-21,01/04/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,13740,90705,104445,88440,129060,144490,273550,16840,563535,41585,14065,90895,104960,106930,147935,179035,326970,20280,753460,58330,3269250
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,12845,73825,86665,77865,151805,198275,350080,35170,657835,65290,14000,74185,88185,102875,170385,274350,444735,42825,910020,87740,3918955
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,10230,56265,66495,62000,67680,85590,153275,8790,309835,18455,10595,56305,66895,71880,86045,133380,219425,13100,469850,27260,1993350
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,16005,80690,96695,92785,146130,175840,321970,16990,567075,35475,16420,80755,97175,108260,175040,253945,428980,22565,838095,50375,3621265
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,16795,102750,119545,113750,150735,147060,297795,21950,598920,46375,17630,102920,120550,136985,208130,231715,439840,31530,948410,70810,3924195
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,10890,63435,74330,67810,92550,102265,194815,10985,368360,26000,11130,63510,74640,80105,108470,143655,252125,13800,589575,35555,2384005
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,13315,73125,86435,87275,105290,112940,218230,19915,529975,42250,13595,73170,86760,103385,127845,154180,282025,26210,723785,58740,2938445
2021-22,11,May-21,01/05/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15625,91650,107270,92390,130345,146395,276740,17110,554540,41690,16005,91870,107875,112145,148970,180890,329855,20470,739410,57915,3279160
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,13330,82995,96325,79610,169530,215205,384735,40780,727950,76550,14540,83335,97875,104120,191375,294385,485760,50025,1003000,103050,4314475
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,10265,61070,71335,61790,73865,93890,167755,10360,336690,21220,10710,61115,71825,71590,94110,148885,242995,15600,510135,32255,2167460
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,16220,87755,103975,91945,160685,187275,347955,20855,616555,42725,16665,87800,104465,107300,193215,270830,464050,27630,910775,60675,3919350
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,17820,113525,131345,114255,168520,162175,330690,25905,668295,54625,18780,113715,132495,136930,229050,254495,483545,37340,1053705,83340,4330550
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,11120,70755,81875,67865,104185,113500,217685,13735,407005,31885,11380,70835,82215,80470,122530,159630,282160,17235,646115,43655,2635835
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,13500,80530,94030,86750,115905,124760,240665,23325,583370,50150,13835,80635,94470,103085,141420,169670,311090,30665,794875,69205,3221935
2021-22,11,Jun-21,01/06/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15985,102130,118115,92945,141405,161385,302790,21100,610745,49720,16360,102365,118730,112495,162445,198435,360880,25520,812365,68365,3594280
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,13595,79545,93140,78490,163825,202990,366815,41325,693670,75775,14810,79895,94710,104460,185265,277330,462600,50590,960045,102340,4141215
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,10350,58845,69195,60845,68195,87505,155695,10185,317930,21290,10790,58870,69660,71580,87845,140340,228185,15715,487875,32755,2063650
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,16715,85070,101785,90830,150225,179385,329610,20235,587850,41130,17170,85110,102280,107440,181520,260240,441760,27140,868820,58475,3752790
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,18200,111325,129525,114785,163320,156035,319355,26360,629510,52865,19260,111515,130780,139145,221700,247045,468740,37760,1008510,81765,4187500
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,11235,68355,79590,65810,97485,107610,205095,13575,385900,31080,11515,68425,79940,79000,115390,153970,269360,17035,618890,42795,2522055
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,13415,76880,90295,85330,110420,120355,230775,22610,552135,49365,13755,77000,90755,102900,134460,163595,298055,30150,755545,69340,3087135
2021-22,11,Jul-21,01/07/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15525,97720,113240,93275,133850,154560,288410,23835,571330,49855,15885,97920,113805,113900,153185,190510,343695,28185,761725,68490,3428900
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,11750,71015,82765,71115,145810,184470,330280,38625,631140,70490,12970,71360,84330,96005,164305,252430,416735,47310,878100,95825,3756830
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,8985,54780,63765,57155,62275,81275,143550,9115,293510,19365,9330,54810,64145,67625,80070,128955,209030,14290,451635,30060,1903725
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,14535,77410,91945,85945,138995,165340,304335,18625,546745,38005,14950,77455,92405,102600,168425,243440,411865,24945,807515,54515,3479995
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,15625,102955,118580,110065,141230,141015,282240,23125,578030,48085,16545,103165,119715,134095,196215,225760,421975,33825,930190,75220,3817655
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,9835,62895,72730,61510,88950,98560,187510,12560,353175,28875,10105,62975,73080,74275,105995,141155,247150,15955,573050,40475,2320815
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,11450,70195,81645,80990,100025,108795,208820,20705,509275,45370,11745,70270,82015,98025,122090,148470,270560,27670,696435,63385,2827935
2021-22,11,Aug-21,01/08/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,14080,90100,104180,89050,121820,141325,263145,20220,527900,46380,14465,90310,104770,110370,140465,173975,314440,24180,707300,63440,3161915
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,12445,77995,90440,72985,167165,204415,371580,43145,713920,80420,13670,78400,92070,97665,188450,280420,468870,53080,981555,108675,4197365
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,9250,58545,67795,57935,72635,90420,163055,10880,329060,22080,9650,58580,68230,68715,91735,141440,233170,16075,499785,33405,2102440
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,15475,83630,99105,87570,161965,185060,347025,21210,610970,43060,15900,83670,99575,104575,193240,267165,460405,28710,893915,61030,3863255
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,15840,109440,125280,112125,170500,161870,332370,26680,646525,56545,16785,109630,126420,136115,228560,252935,481495,38110,1025995,86280,4259500
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,10610,66375,76985,62245,103005,109430,212435,14580,398450,33720,10975,66475,77450,74980,121275,155345,276620,18210,628190,45770,2563125
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,12000,76275,88270,82260,115135,122285,237420,23590,574085,51710,12295,76340,88635,99345,139570,165235,304805,30740,775130,70920,3146045
2021-22,11,Sep-21,01/09/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15030,98345,113375,91070,137660,157095,294755,22415,597380,52765,15430,98610,114045,112680,157905,192705,350610,26685,792245,71380,3512185
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,12950,75865,88815,72695,165060,196035,361095,40535,682620,75400,14175,76265,90440,97590,186330,271370,457700,49660,938865,100870,4054335
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,9300,57020,66320,58600,70545,85615,156160,10545,310595,20005,9705,57070,66775,69300,87765,134345,222110,15375,473780,30500,2011430
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,15535,81690,97225,87635,155830,176080,331910,19585,572980,39145,15990,81730,97715,105140,186270,257040,443310,27070,842470,56340,3690690
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,16365,107070,123435,111600,163510,152640,316155,24490,608100,51575,17310,107285,124595,135720,221605,240415,462015,35705,977570,79530,4076690
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,10580,64895,75470,61870,98900,106210,205105,13765,375055,31150,11005,64985,75995,74695,115880,148990,264870,16955,592965,42575,2451915
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,12810,71960,84770,76765,106675,110280,216955,21755,523430,46040,13170,72070,85240,93675,129235,150605,279845,28650,703145,62560,2889635
2021-22,11,Oct-21,01/10/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15250,95080,110330,92515,132085,146765,278850,23955,567075,49080,15660,95380,111035,113715,151010,180880,331890,28060,752880,67170,3358665
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,13070,81285,94355,70825,183225,212145,395365,44845,755455,82300,14130,81745,95875,94830,205670,290665,496340,54840,1031430,109965,4408360
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,9590,62200,71790,57525,79600,95655,175255,11770,348025,22660,9980,62250,72230,67665,99175,147755,246930,17110,527035,33675,2217875
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,15300,87525,102820,85605,174255,186680,360935,21535,637725,43290,15750,87565,103310,101660,209280,272885,482165,29375,934610,61750,4014020
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,17070,115425,132495,110720,175740,167295,343035,27385,669340,55745,17990,115665,133650,133855,239705,262930,502635,39410,1069705,85725,4415520
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,10830,69105,79935,61205,104665,120235,224895,14910,411285,34240,11255,69195,80450,72685,122065,168570,290640,18630,646485,46775,2658055
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,14590,74870,89455,77380,115530,118670,234200,23360,579105,51045,14875,74995,89870,92940,139315,162015,301330,30645,771335,68725,3124250
2021-22,11,Nov-21,01/11/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,15380,102720,118105,91750,142470,155440,297910,24765,636000,53315,15780,103115,118895,112070,163445,191410,354855,29295,831040,71800,3629560
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,11285,67185,78470,68915,147810,176960,324770,39685,624270,70905,12505,67500,80005,92470,164840,247365,412205,48395,866305,97320,3699165
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,8630,53655,62285,56650,63775,82430,146200,10350,292145,19345,9040,53695,62735,66285,78800,124730,203530,14970,443450,29825,1882525
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,13425,75360,88785,84710,139850,157040,296890,19045,532260,37775,13820,75400,89220,100650,165515,230355,395870,25710,779415,53950,3375045
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,14965,102070,117030,110150,146425,142770,289200,25730,565755,48815,15965,102295,118260,133945,198970,223920,422890,36600,902890,76120,3794765
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,9590,58345,67940,60325,89255,92190,181445,14335,338060,27585,10050,58415,68465,71740,104280,133220,237500,17950,541865,38330,2220885
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,11930,65080,77010,75630,93375,101130,194505,20790,491445,44335,12230,65215,77450,90795,109395,137220,246610,27020,648905,60195,2650265
2021-22,11,Dec-21,01/12/2021,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,13725,87460,101180,84630,119225,131395,250620,20535,540510,47365,14125,87725,101850,103525,134630,163715,298345,24555,706900,64130,3096145
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,10455,70180,80635,65815,156000,186095,342095,41830,671890,76760,11240,70560,81800,88160,175675,259960,435635,51600,933825,104195,3914405
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,7780,56625,64405,54095,69700,89430,159130,11300,315045,21010,8155,56680,64830,63510,86235,136165,222395,16010,475095,31600,2009195
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,11960,77725,89685,84340,152770,169975,322745,20550,571920,40380,12350,77760,90105,99645,181740,247280,429020,27725,818090,55815,3581580
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,13495,101785,115280,105035,151375,152165,303540,25715,600525,51665,14330,102030,116360,129185,214130,237985,452115,37295,967715,80720,3972445
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,8345,60275,68620,57925,93915,101965,195880,15015,366740,29300,8785,60340,69125,68905,110425,144980,255405,18835,581040,40315,2356135
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,10035,66955,76990,71245,97310,108270,205575,21875,518360,47165,10360,67070,77430,86750,116905,145755,262660,28580,693000,63110,2775400
2021-22,11,Jan-22,01/01/2022,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,12625,91760,104385,85320,122665,141210,263875,21420,573935,49735,12970,92015,104985,105020,141565,174560,316120,25675,755285,66945,3262070
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y56,LONDON COMMISSIONING REGION,E12000007,11985,74150,86135,63450,159650,186070,345720,39745,655165,71685,12760,74515,87275,84010,178350,257190,435540,48400,905095,97195,3874085
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y58,SOUTH WEST COMMISSIONING REGION,E12000009,8765,55120,63890,50585,66065,85100,151165,9835,292485,18170,9110,55160,64270,59105,80195,128305,208500,13905,437470,27225,1884425
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y59,SOUTH EAST COMMISSIONING REGION,E12000008,13300,78550,91850,76840,149925,162465,312385,19065,532300,36465,13670,78595,92265,90705,175710,233385,409095,25510,758895,50130,3401105
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y60,MIDLANDS COMMISSIONING REGION,E12000010,15625,105045,120670,103215,155715,151840,307550,23755,582815,46410,16505,105265,121770,125275,212305,235365,447670,34025,924965,72580,3908365
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y61,EAST OF ENGLAND COMMISSIONING REGION,E12000006,9525,62690,72215,54590,96125,98995,195120,14365,348020,26580,9960,62790,72750,64865,111130,139635,250765,17630,547025,36245,2291020
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y62,NORTH WEST COMMISSIONING REGION,E12000002,11895,69940,81835,69540,101370,106330,207705,20025,501790,41965,12255,70065,82325,83605,117420,143470,260890,25930,664485,56445,2729285
2021-22,11,Feb-22,01/02/2022,Region of CCG,NA,NA,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,E12000011,13825,93790,107615,82580,123985,135165,259150,19235,553375,44180,14175,94080,108255,101470,140580,167315,307895,23185,722725,59660,3172240
